scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr3,259800001,259850000,259822310,360,319,4.6267,4.7433,-0.0125,-0.0038,-0.0027
chr3,259850001,259900000,259873478,602,558,9.4325,16.4325,-0.2706,-0.1238,-0.0761
chr3,259900001,259950000,259922652,299,268,4.575,5.1,-0.0543,-0.0158,-0.0107
chr3,259950001,260000000,259977518,432,416,7.565,2.64,0.4826,0.077,0.0525
chr3,260000001,260050000,260026161,525,490,13.0142,12.2725,0.0293,0.012,0.0074
chr3,260050001,260100000,260074827,420,377,3.8083,4.4583,-0.0786,-0.0192,-0.0124
chr3,260100001,260150000,260121507,517,480,7.9733,7.04,0.0622,0.0262,0.0153
chr3,260150001,260200000,260177331,547,499,10.2858,9.1858,0.0565,0.0221,0.0125
chr3,260200001,260250000,260224125,418,394,4.4117,6.97,-0.2248,-0.0691,-0.0421
chr3,260250001,260300000,260275917,339,319,5.7817,6.3567,-0.0474,-0.0147,-0.0094
chr3,260300001,260350000,260322575,413,396,14.0617,6.4117,0.3737,0.1407,0.0853
chr3,260350001,260400000,260381125,266,245,2.5392,2.2558,0.0591,0.0097,0.0058
chr3,260400001,260450000,260417267,410,376,8.2192,2.3358,0.5574,0.1503,0.097
chr3,260450001,260500000,260476320,493,443,9.6967,3.255,0.4974,0.1244,0.0922
chr3,260500001,260550000,260528161,414,395,12.0433,7.51,0.2318,0.0924,0.0612
chr3,260550001,260600000,260570474,522,513,13.3058,9.6642,0.1585,0.0529,0.0377
chr3,260600001,260650000,260631279,476,422,6.09,12.2733,-0.3367,-0.1518,-0.0876
chr3,260650001,260700000,260670362,450,427,10.63,11.8217,-0.0531,-0.0203,-0.0129
chr3,260700001,260750000,260729581,503,447,11.485,10.1767,0.0604,0.0274,0.0166
chr3,260750001,260800000,260772230,384,334,5.9358,5.3942,0.0478,0.0195,0.0134
chr3,260800001,260850000,260827653,364,320,7.4667,6.675,0.056,0.031,0.0168
chr3,260850001,260900000,260874637,291,262,8.7367,3.4533,0.4334,0.1672,0.118
chr3,260900001,260950000,260929961,418,387,9.2975,5.7642,0.2346,0.1069,0.0517
chr3,260950001,261000000,260974092,372,358,4.6142,8.6975,-0.3067,-0.1234,-0.0722
chr3,261000001,261050000,261032614,274,216,4.3008,4.6008,-0.0337,-0.0127,-0.0077
chr3,261050001,261100000,261067635,1160,911,25.07,21.8283,0.0691,0.0412,0.0228
chr3,261100001,261150000,261118784,498,426,6.5225,8.0642,-0.1057,-0.0331,-0.0194
chr3,261150001,261200000,261174124,298,279,11.3442,3.4025,0.5385,0.2182,0.1435
chr3,261200001,261250000,261226256,502,462,8.0825,11.1575,-0.1598,-0.0733,-0.0451
chr3,261250001,261300000,261282490,390,351,7.5308,5.7558,0.1336,0.058,0.0379
chr3,261300001,261350000,261327105,452,416,11.0192,7.3025,0.2029,0.0875,0.0598
chr3,261350001,261400000,261383786,243,210,2.8575,5.2408,-0.2943,-0.119,-0.0692
chr3,261400001,261450000,261419386,261,218,1.5617,3.87,-0.425,-0.1491,-0.0857
chr3,261450001,261500000,261477353,275,238,4.6333,6.2167,-0.1459,-0.0812,-0.0442
chr3,261500001,261550000,261526643,317,306,4.5075,7.0325,-0.2188,-0.0983,-0.0538
chr3,261550001,261600000,261580684,184,176,6.3258,4.8258,0.1345,0.0882,0.0527
chr3,261600001,261650000,261620338,155,138,2.695,2.195,0.1022,0.0467,0.0254
chr3,261650001,261700000,261673381,420,379,2.5675,4.1342,-0.2338,-0.0389,-0.0258
chr3,261700001,261750000,261732960,205,176,3.005,2.43,0.1058,0.0284,0.0212
chr3,261750001,261800000,261771737,687,622,10.3042,8.7458,0.0818,0.0337,0.0208
chr3,261800001,261850000,261824830,420,372,10.405,5.555,0.3039,0.1487,0.0922
chr3,261850001,261900000,261871588,487,459,5.0258,9.2675,-0.2968,-0.1363,-0.0748
chr3,261900001,261950000,261925772,444,426,5.735,6.9267,-0.0941,-0.0453,-0.0215
chr3,261950001,262000000,261977536,590,546,10.2475,9.6642,0.0293,0.0134,0.008
chr3,262000001,262050000,262018695,669,605,12.1492,6.6492,0.2926,0.1197,0.081
chr3,262050001,262100000,262079382,399,361,5.5408,7.4575,-0.1475,-0.0736,-0.0417
chr3,262100001,262150000,262123708,396,376,8.12,6.17,0.1365,0.0694,0.0433
chr3,262150001,262200000,262175168,383,347,3.405,1.7383,0.324,0.0635,0.0389
chr3,262200001,262250000,262232499,269,240,2.5867,3.045,-0.0814,-0.0179,-0.0109
chr3,262250001,262300000,262275171,324,288,3.1367,2.4117,0.1307,0.0318,0.0189
chr3,262300001,262350000,262324171,457,413,8.6717,8.28,0.0231,0.0115,0.0072
chr3,262350001,262400000,262371859,344,309,3.79,4.7733,-0.1148,-0.0333,-0.0222
chr3,262400001,262450000,262427654,455,396,8.14,5.7483,0.1722,0.0574,0.0342
chr3,262450001,262500000,262483509,241,216,1.9833,2.9417,-0.1946,-0.0511,-0.0274
chr3,262500001,262550000,262523017,196,184,6.3417,1.9667,0.5266,0.2072,0.1442
chr3,262550001,262600000,262570888,264,250,4.8567,3.24,0.1997,0.0815,0.0462
chr3,262600001,262650000,262634042,263,243,3.4083,4.225,-0.107,-0.0443,-0.0266
chr3,262650001,262700000,262672981,557,505,7.9583,6.6417,0.0902,0.0407,0.0226
chr3,262700001,262750000,262725963,306,266,8.0117,3.595,0.3805,0.1867,0.0989
chr3,262750001,262800000,262777020,312,285,4.5525,4.2775,0.0311,0.0112,0.0072
chr3,262800001,262850000,262827550,484,440,4.7117,6.27,-0.1419,-0.0485,-0.0287
chr3,262850001,262900000,262875948,422,385,5.8825,8.2325,-0.1665,-0.0535,-0.0348
chr3,262900001,262950000,262921209,298,268,3.8733,4.7317,-0.0997,-0.0469,-0.0278
chr3,262950001,263000000,262976111,277,252,5.0992,3.5825,0.1747,0.0542,0.036
chr3,263000001,263050000,263022535,253,232,3.7808,5.1975,-0.1578,-0.0717,-0.0396
chr3,263050001,263100000,263077136,322,286,0.8,6.5333,-0.7818,-0.2749,-0.1397
chr3,263100001,263150000,263118462,403,373,4.3842,5.0175,-0.0674,-0.0256,-0.0151
chr3,263150001,263200000,263176914,387,349,2.0958,8.8458,-0.6169,-0.2824,-0.1651
chr3,263200001,263250000,263224857,370,356,4.7967,5.655,-0.0821,-0.0275,-0.0176
chr3,263250001,263300000,263276006,685,637,9.6508,8.9842,0.0358,0.0156,0.0091
chr3,263300001,263350000,263324536,526,506,3.7908,5.3992,-0.175,-0.0808,-0.0396
chr3,263350001,263400000,263371057,579,535,9.6933,4.2767,0.3877,0.1422,0.0762
chr3,263400001,263450000,263424445,422,400,5.8242,11.5408,-0.3292,-0.1368,-0.0648
chr3,263450001,263500000,263474366,304,279,2.7017,3.2683,-0.0949,-0.014,-0.0103
chr3,263500001,263550000,263537701,229,204,1.6117,5.4617,-0.5443,-0.3048,-0.1655
chr3,263550001,263600000,263575257,649,588,7.11,6.785,0.0234,0.0096,0.0059
chr3,263600001,263650000,263601342,17,15,0.0,0.0,nan,0.0,0.0
chr3,263650001,263700000,nan,0,nan,nan,nan,nan,nan,nan
chr3,263700001,263750000,nan,0,nan,nan,nan,nan,nan,nan
chr3,263750001,263800000,nan,0,nan,nan,nan,nan,nan,nan
chr3,263800001,263850000,263828835,132,117,2.47,1.2117,0.3418,0.132,0.0926
chr3,263850001,263900000,263872797,534,492,6.5042,7.2375,-0.0534,-0.0182,-0.0113
chr3,263900001,263950000,263922802,350,334,6.585,3.6767,0.2834,0.1363,0.0829
chr3,263950001,264000000,263983997,414,353,4.2767,5.8683,-0.1569,-0.0494,-0.0316
chr3,264000001,264050000,264030832,292,282,4.3425,5.1592,-0.0859,-0.0301,-0.0181
chr3,264050001,264100000,264075357,291,285,5.6775,4.8192,0.0818,0.0235,0.0155
chr3,264100001,264150000,264125702,353,332,3.5208,3.9375,-0.0559,-0.0124,-0.0086
chr3,264150001,264200000,264178099,425,381,5.7133,5.7383,-0.0022,-0.0008,-0.0004
chr3,264200001,264250000,264225052,646,553,6.4067,8.3317,-0.1306,-0.0493,-0.0263
chr3,264250001,264300000,264276752,446,383,9.0475,6.7725,0.1438,0.0672,0.0393
chr3,264300001,264350000,264326717,206,191,4.3567,1.8483,0.4042,0.1123,0.0746
chr3,264350001,264400000,264373566,380,357,7.4717,4.0217,0.3002,0.1229,0.0746
chr3,264400001,264450000,264431928,213,201,5.8608,1.1775,0.6654,0.2462,0.1653
chr3,264450001,264500000,264469932,263,256,3.6808,3.7725,-0.0123,-0.0041,-0.0025
chr3,264500001,264550000,264528370,185,167,3.4833,7.95,-0.3907,-0.2057,-0.1115
chr3,264550001,264600000,264577818,316,282,5.8925,3.5425,0.2491,0.1075,0.0531
chr3,264600001,264650000,264611158,75,68,0.0,0.4,-1.0,-0.0631,-0.0549
chr3,264650001,264700000,264679919,198,181,0.7167,0.85,-0.0851,-0.0083,-0.0052
chr3,264700001,264750000,264744007,162,138,1.39,0.3733,0.5766,0.078,0.0328
chr3,264750001,264800000,264751722,105,59,0.8,0.0,1.0,0.1711,0.122
chr3,264800001,264850000,264834051,334,318,6.4883,6.9133,-0.0317,-0.0074,-0.0049
chr3,264850001,264900000,264871881,409,354,9.215,4.9983,0.2967,0.0854,0.0564
chr3,264900001,264950000,264923371,439,409,17.3717,3.8717,0.6355,0.2127,0.1387
chr3,264950001,265000000,264981336,335,295,8.0083,5.1333,0.2188,0.0812,0.0434
chr3,265000001,265050000,265015240,315,272,12.5225,2.5058,0.6665,0.2521,0.1582
chr3,265050001,265100000,265074232,525,485,5.105,14.405,-0.4767,-0.2279,-0.1132
chr3,265100001,265150000,265117523,345,312,8.04,3.7983,0.3583,0.0842,0.0578
chr3,265150001,265200000,265177031,30,27,1.0667,0.325,0.5329,0.429,0.2413
chr3,265200001,265250000,265210999,124,94,3.65,10.7,-0.4913,-0.6518,-0.3039
chr3,265250001,265300000,265289686,121,115,0.9075,2.3908,-0.4497,-0.1775,-0.0866
chr3,265300001,265350000,265330445,208,192,3.485,0.1683,0.9078,0.1808,0.1149
chr3,265350001,265400000,265370568,199,180,4.1667,5.5583,-0.1431,-0.0422,-0.0289
chr3,265400001,265450000,265419247,126,122,1.4167,2.1917,-0.2148,-0.0647,-0.0421
chr3,265450001,265500000,265474724,436,308,4.575,2.1,0.3708,0.1092,0.073
chr3,265500001,265550000,265526016,202,193,2.0,1.3,0.2121,0.039,0.0228
chr3,265550001,265600000,265578100,69,52,0.0,0.0083,-1.0,-0.0014,-0.0009
chr3,265600001,265650000,265630257,59,49,1.1667,0.275,0.6185,0.1515,0.0905
chr3,265650001,265700000,265679873,57,57,0.0,0.0583,-1.0,-0.0208,-0.0077
chr3,265700001,265750000,265732281,144,142,0.0,2.1,-1.0,-0.1247,-0.0745
chr3,265750001,265800000,265780875,110,108,1.0667,0.1,0.8286,0.0712,0.0424
chr3,265800001,265850000,265812900,245,222,0.125,1.45,-0.8413,-0.0664,-0.0365
chr3,265850001,265900000,265877790,213,200,1.0,1.0,0.0,0.0,0.0
chr3,265900001,265950000,265928466,265,238,0.0,2.825,-1.0,-0.093,-0.0599
chr3,265950001,266000000,265972396,226,221,0.045,0.4367,-0.8131,-0.014,-0.0075
chr3,266000001,266050000,266043808,65,65,0.0,0.0,nan,0.0,0.0
chr3,266050001,266100000,266082715,226,223,0.325,0.4917,-0.2041,-0.0069,-0.0049
chr3,266100001,266150000,266118327,300,261,0.3333,1.3333,-0.6,-0.0325,-0.0229
chr3,266150001,266200000,266166036,165,147,0.5,0.3333,0.2,0.0109,0.0089
chr3,266200001,266250000,266220074,103,103,0.1,0.0,1.0,0.0072,0.0066
chr3,266250001,266300000,266278378,126,124,0.5083,0.0,1.0,0.0292,0.0232
chr3,266300001,266350000,266319885,183,174,0.15,0.3,-0.3333,-0.0078,-0.0051
chr3,266350001,266400000,266364634,114,114,2.0,0.0,1.0,0.1418,0.0823
chr3,266400001,266450000,266434303,146,133,0.0,0.2,-1.0,-0.0073,-0.0052
chr3,266450001,266500000,266469269,48,45,0.0,0.1667,-1.0,-0.0233,-0.0158
chr3,266500001,266550000,266524381,206,199,1.1167,6.0,-0.6862,-0.2399,-0.141
chr3,266550001,266600000,266575295,291,276,1.275,4.55,-0.5622,-0.0729,-0.0497
chr3,266600001,266650000,266615767,249,233,6.7417,0.6917,0.8139,0.1843,0.1377
chr3,266650001,266700000,266675013,103,89,1.575,5.3333,-0.544,-0.3796,-0.1621
chr3,266700001,266750000,266733240,309,244,3.3667,3.4167,-0.0074,-0.002,-0.001
chr3,266750001,266800000,266772797,145,130,1.6883,2.73,-0.2358,-0.0585,-0.0342
chr3,266800001,266850000,266833741,203,184,0.95,1.0167,-0.0339,-0.0053,-0.0034
chr3,266850001,266900000,266880730,312,289,3.5467,2.93,0.0952,0.0241,0.0138
chr3,266900001,266950000,266929375,94,90,1.6333,0.4,0.6066,0.1931,0.0952
chr3,266950001,267000000,266977038,391,344,11.3892,2.1642,0.6806,0.2609,0.1892
chr3,267000001,267050000,267028554,213,193,5.4208,2.4125,0.384,0.1701,0.0911
chr3,267050001,267100000,267068272,210,201,3.7583,3.1333,0.0907,0.0373,0.0203
chr3,267100001,267150000,267131726,212,197,2.1583,2.825,-0.1338,-0.029,-0.0221
chr3,267150001,267200000,267174736,287,262,4.2875,5.3792,-0.1129,-0.057,-0.0326
chr3,267200001,267250000,267233512,419,368,4.8808,2.8058,0.2699,0.0885,0.0558
chr3,267250001,267300000,267275309,578,538,9.9792,7.3625,0.1509,0.0633,0.0435
chr3,267300001,267350000,267322962,221,201,4.7267,1.9267,0.4208,0.1751,0.0942
chr3,267350001,267400000,267369874,356,331,6.69,3.8067,0.2747,0.1417,0.0845
chr3,267400001,267450000,267425108,396,363,9.275,9.2333,0.0023,0.0015,0.0009
chr3,267450001,267500000,267483187,316,281,4.5108,8.6692,-0.3155,-0.2187,-0.1045
chr3,267500001,267550000,267526950,182,175,3.5,1.6083,0.3703,0.157,0.0959
chr3,267550001,267600000,267573056,216,201,3.8725,4.4975,-0.0747,-0.0577,-0.0293
chr3,267600001,267650000,267624276,402,379,6.0708,4.5375,0.1445,0.0407,0.026
chr3,267650001,267700000,267676953,214,209,6.2308,1.3392,0.6462,0.2296,0.1812
chr3,267700001,267750000,267730605,350,326,7.3425,6.1842,0.0856,0.043,0.0234
chr3,267750001,267800000,267773993,312,286,3.9183,3.6433,0.0364,0.0094,0.0065
chr3,267800001,267850000,267827227,491,438,2.9417,7.7583,-0.4502,-0.1236,-0.084
chr3,267850001,267900000,267878197,412,374,7.3742,7.1575,0.0149,0.0067,0.0041
chr3,267900001,267950000,267920997,365,341,5.4458,5.2125,0.0219,0.0097,0.0063
chr3,267950001,268000000,267975053,393,366,8.1825,5.2575,0.2176,0.1036,0.0685
chr3,268000001,268050000,268022297,513,490,5.5983,6.4317,-0.0693,-0.0217,-0.013
chr3,268050001,268100000,268080625,398,370,3.4817,7.415,-0.361,-0.2036,-0.0972
chr3,268100001,268150000,268125416,517,470,9.5575,3.9242,0.4179,0.1556,0.0988
chr3,268150001,268200000,268168958,231,216,5.16,3.21,0.233,0.1062,0.0651
chr3,268200001,268250000,268224699,420,395,6.5583,7.85,-0.0896,-0.0439,-0.0252
chr3,268250001,268300000,268264108,335,263,2.3475,4.5558,-0.3199,-0.1183,-0.0708
chr4,1,50000,36664,127,118,2.2767,4.4433,-0.3224,-0.2438,-0.1127
chr4,50001,100000,81305,316,282,4.315,9.3733,-0.3695,-0.2229,-0.1167
chr4,100001,150000,119608,319,298,7.2483,7.3733,-0.0085,-0.004,-0.0023
chr4,150001,200000,173596,258,224,3.9542,4.5958,-0.075,-0.0211,-0.0146
chr4,200001,250000,231973,248,226,6.1058,4.4392,0.1581,0.0753,0.042
chr4,250001,300000,275131,327,305,9.5458,6.2458,0.209,0.1111,0.06
chr4,300001,350000,327477,253,224,9.6417,3.1667,0.5055,0.2937,0.1815
chr4,350001,400000,379065,425,371,3.9175,8.2925,-0.3583,-0.1006,-0.0691
chr4,400001,450000,429469,211,192,3.2733,2.94,0.0536,0.0145,0.0089
chr4,450001,500000,476592,285,249,5.57,4.1283,0.1487,0.0494,0.0329
chr4,500001,550000,525774,570,529,12.9217,6.7383,0.3145,0.1381,0.0747
chr4,550001,600000,580448,403,366,4.2467,2.8133,0.203,0.0432,0.0317
chr4,600001,650000,613271,521,425,7.7133,2.78,0.4701,0.1502,0.102
chr4,650001,700000,677643,233,213,3.4767,7.7183,-0.3789,-0.1739,-0.101
chr4,700001,750000,725353,480,434,7.0875,3.2792,0.3674,0.1261,0.0736
chr4,750001,800000,775322,257,233,4.2517,2.11,0.3367,0.1012,0.0642
chr4,800001,850000,822796,397,368,6.6567,6.365,0.0224,0.0086,0.0058
chr4,850001,900000,872253,218,191,3.695,4.0783,-0.0493,-0.0263,-0.0154
chr4,900001,950000,922576,479,437,6.4833,8.5167,-0.1356,-0.0641,-0.0343
chr4,950001,1000000,978109,368,348,4.815,7.2983,-0.205,-0.102,-0.062
chr4,1000001,1050000,1028194,510,453,9.755,8.7883,0.0521,0.0238,0.014
chr4,1050001,1100000,1076390,388,370,4.04,6.84,-0.2574,-0.1137,-0.0655
chr4,1100001,1150000,1130212,337,307,3.7633,4.4633,-0.0851,-0.0205,-0.0147
chr4,1150001,1200000,1173585,239,222,2.61,2.2933,0.0646,0.0156,0.0108
chr4,1200001,1250000,1215999,253,235,2.3183,6.5267,-0.4758,-0.2762,-0.1401
chr4,1250001,1300000,1270948,269,252,4.9008,2.8508,0.2645,0.0943,0.0591
chr4,1300001,1350000,1329881,383,350,3.8067,10.565,-0.4703,-0.2518,-0.1266
chr4,1350001,1400000,1372218,541,501,5.7292,6.6208,-0.0722,-0.0317,-0.0164
chr4,1400001,1450000,1425872,704,647,8.6858,11.8275,-0.1532,-0.0597,-0.0377
chr4,1450001,1500000,1477326,444,399,7.2467,9.9133,-0.1554,-0.0766,-0.0446
chr4,1500001,1550000,1521594,609,554,10.1483,9.1317,0.0527,0.0202,0.0121
chr4,1550001,1600000,1583792,472,454,3.7567,10.4483,-0.4711,-0.1884,-0.1108
chr4,1600001,1650000,1625959,475,445,8.4675,9.2092,-0.042,-0.0198,-0.0103
chr4,1650001,1700000,1674239,468,434,7.7683,8.6767,-0.0552,-0.0251,-0.0141
chr4,1700001,1750000,1721650,567,536,8.3625,5.3792,0.2171,0.0604,0.0431
chr4,1750001,1800000,1773088,390,361,2.8858,5.1525,-0.282,-0.0913,-0.0612
chr4,1800001,1850000,1828853,378,366,10.5458,3.9042,0.4596,0.1931,0.1245
chr4,1850001,1900000,1874102,563,517,8.6233,5.6817,0.2056,0.0731,0.0468
chr4,1900001,1950000,1928623,458,410,5.6517,7.26,-0.1246,-0.0455,-0.0243
chr4,1950001,2000000,1981934,359,318,2.3842,6.4258,-0.4588,-0.1318,-0.0746
chr4,2000001,2050000,2024663,584,525,8.115,11.2817,-0.1633,-0.071,-0.0437
chr4,2050001,2100000,2077431,478,408,5.1525,10.6358,-0.3473,-0.1481,-0.0842
chr4,2100001,2150000,2127701,470,454,6.65,11.3417,-0.2608,-0.0957,-0.0559
chr4,2150001,2200000,2172237,443,402,8.9542,4.6542,0.316,0.1142,0.0713
chr4,2200001,2250000,2224245,392,335,9.7208,6.2458,0.2176,0.1095,0.0641
chr4,2250001,2300000,2269830,497,462,10.6675,8.9092,0.0898,0.0406,0.0275
chr4,2300001,2350000,2327734,429,425,4.9792,6.6792,-0.1458,-0.0557,-0.0347
chr4,2350001,2400000,2383152,281,264,3.0058,4.3808,-0.1861,-0.0552,-0.0332
chr4,2400001,2450000,2425455,479,454,8.1375,5.1292,0.2268,0.0963,0.0555
chr4,2450001,2500000,2481599,404,362,4.2933,5.8767,-0.1557,-0.0618,-0.033
chr4,2500001,2550000,2526454,393,354,6.9417,10.6833,-0.2123,-0.088,-0.046
chr4,2550001,2600000,2578325,381,341,4.2808,5.6058,-0.134,-0.0568,-0.0306
chr4,2600001,2650000,2624936,571,513,10.215,9.6233,0.0298,0.0131,0.0072
chr4,2650001,2700000,2676579,293,270,3.7267,8.66,-0.3983,-0.1411,-0.0922
chr4,2700001,2750000,2729557,551,500,6.9942,10.7942,-0.2136,-0.0818,-0.0528
chr4,2750001,2800000,2775635,398,372,9.1992,6.1408,0.1994,0.0699,0.0501
chr4,2800001,2850000,2825511,516,477,11.2883,8.93,0.1166,0.0542,0.0326
chr4,2850001,2900000,2875636,345,315,3.14,5.0317,-0.2315,-0.0924,-0.05
chr4,2900001,2950000,2925722,424,382,2.8167,4.3,-0.2084,-0.0523,-0.0291
chr4,2950001,3000000,2968805,523,482,7.5075,10.2408,-0.154,-0.0527,-0.0326
chr4,3000001,3050000,3026103,543,528,6.2717,8.955,-0.1762,-0.0548,-0.0336
chr4,3050001,3100000,3078155,329,280,4.9167,3.1583,0.2178,0.059,0.0342
chr4,3100001,3150000,3127479,272,258,2.2492,2.1742,0.017,0.0041,0.0024
chr4,3150001,3200000,3173321,495,443,8.5383,7.3133,0.0773,0.0295,0.0189
chr4,3200001,3250000,3226945,422,383,6.2167,3.5917,0.2676,0.0943,0.0645
chr4,3250001,3300000,3274991,465,430,10.4242,9.5742,0.0425,0.0239,0.0139
chr4,3300001,3350000,3327435,623,570,9.275,11.2917,-0.0981,-0.0411,-0.0265
chr4,3350001,3400000,3373967,626,588,10.045,9.9283,0.0058,0.0023,0.0016
chr4,3400001,3450000,3420436,530,462,3.7433,4.3267,-0.0723,-0.015,-0.0107
chr4,3450001,3500000,3471716,587,550,6.8583,7.5083,-0.0452,-0.0176,-0.0104
chr4,3500001,3550000,3522622,725,681,7.1325,9.4408,-0.1393,-0.044,-0.029
chr4,3550001,3600000,3569803,497,497,6.39,9.5067,-0.1961,-0.1028,-0.0559
chr4,3600001,3650000,3635109,244,234,2.1767,4.1017,-0.3066,-0.1142,-0.0653
chr4,3650001,3700000,3654067,51,48,0.6083,0.0833,0.759,0.0931,0.0875
chr4,3700001,3750000,3732778,537,485,4.9267,3.46,0.1749,0.0568,0.0359
chr4,3750001,3800000,3769684,616,581,11.02,11.52,-0.0222,-0.0075,-0.0052
chr4,3800001,3850000,3823967,588,569,9.7817,5.44,0.2852,0.1053,0.0694
chr4,3850001,3900000,3874979,682,645,12.5625,9.5708,0.1352,0.0648,0.0412
chr4,3900001,3950000,3926823,570,526,11.6317,12.065,-0.0183,-0.0085,-0.0052
chr4,3950001,4000000,3973606,543,526,5.0033,6.645,-0.1409,-0.0551,-0.0278
chr4,4000001,4050000,4020702,433,389,8.9492,8.2242,0.0422,0.0172,0.0105
chr4,4050001,4100000,4078700,697,655,15.2717,8.58,0.2806,0.112,0.0733
chr4,4100001,4150000,4122683,475,428,5.285,5.11,0.0168,0.0049,0.003
chr4,4150001,4200000,4173908,516,463,9.0275,5.1358,0.2748,0.115,0.0655
chr4,4200001,4250000,4224016,544,502,8.3442,7.1108,0.0798,0.0305,0.0183
chr4,4250001,4300000,4277238,429,401,8.2192,7.2858,0.0602,0.0279,0.0162
chr4,4300001,4350000,4321404,369,342,2.6867,2.3867,0.0591,0.0115,0.0065
chr4,4350001,4400000,4376430,902,845,15.7633,11.6883,0.1484,0.0782,0.0486
chr4,4400001,4450000,4430118,642,635,7.1933,5.5017,0.1333,0.0464,0.0274
chr4,4450001,4500000,4470547,416,392,4.3917,4.0583,0.0394,0.0121,0.0075
chr4,4500001,4550000,4528197,703,698,6.15,11.45,-0.3011,-0.1289,-0.0737
chr4,4550001,4600000,4571845,437,437,8.1158,4.7158,0.265,0.0901,0.0637
chr4,4600001,4650000,4618653,548,525,8.5483,11.565,-0.15,-0.0709,-0.0368
chr4,4650001,4700000,4662781,169,159,1.5725,5.2642,-0.54,-0.2043,-0.1207
chr4,4700001,4750000,nan,0,nan,nan,nan,nan,nan,nan
chr4,4750001,4800000,4787624,288,252,5.16,6.86,-0.1414,-0.0534,-0.0355
chr4,4800001,4850000,4826061,637,588,11.275,16.325,-0.183,-0.0886,-0.0558
chr4,4850001,4900000,4874331,697,665,11.17,14.545,-0.1312,-0.0682,-0.0388
chr4,4900001,4950000,4926587,670,630,16.7308,12.5058,0.1445,0.0657,0.0375
chr4,4950001,5000000,4975761,684,607,8.3092,8.7758,-0.0273,-0.0114,-0.0062
chr4,5000001,5050000,5028748,531,497,10.8017,10.36,0.0209,0.0081,0.0053
chr4,5050001,5100000,5075097,802,726,12.6683,15.5517,-0.1022,-0.0423,-0.0261
chr4,5100001,5150000,5127770,563,505,10.1058,8.5725,0.0821,0.0414,0.0239
chr4,5150001,5200000,5175583,587,531,11.8233,11.49,0.0143,0.0058,0.0036
chr4,5200001,5250000,5227001,479,443,8.975,7.5833,0.084,0.0369,0.0222
chr4,5250001,5300000,5273218,505,480,8.9683,5.6767,0.2248,0.0742,0.0467
chr4,5300001,5350000,5325257,697,651,14.085,13.8267,0.0093,0.0045,0.0026
chr4,5350001,5400000,5374312,710,674,9.3742,8.5742,0.0446,0.0156,0.0097
chr4,5400001,5450000,5416877,427,395,8.2325,4.7408,0.2691,0.1333,0.0779
chr4,5450001,5500000,5474149,468,437,5.8367,8.1867,-0.1676,-0.0512,-0.0358
chr4,5500001,5550000,5524184,604,573,10.07,7.87,0.1226,0.035,0.024
chr4,5550001,5600000,5571841,532,498,7.6417,5.8417,0.1335,0.0437,0.0254
chr4,5600001,5650000,5624430,589,545,8.2733,8.4983,-0.0134,-0.0057,-0.0033
chr4,5650001,5700000,5674041,380,368,6.1575,5.0408,0.0997,0.0426,0.0223
chr4,5700001,5750000,5724327,370,321,6.7467,5.255,0.1243,0.0473,0.0301
chr4,5750001,5800000,5772611,559,538,10.245,8.145,0.1142,0.0414,0.0273
chr4,5800001,5850000,5830959,640,584,6.045,10.7533,-0.2803,-0.0976,-0.0609
chr4,5850001,5900000,5874827,500,452,7.2183,6.1183,0.0825,0.0287,0.0186
chr4,5900001,5950000,5920689,440,408,3.9708,5.5958,-0.1699,-0.0583,-0.0385
chr4,5950001,6000000,5975573,371,347,8.8367,8.895,-0.0033,-0.001,-0.0007
chr4,6000001,6050000,6027789,554,535,7.8458,9.8125,-0.1114,-0.0469,-0.028
chr4,6050001,6100000,6077685,614,560,6.615,12.5733,-0.3105,-0.1636,-0.0856
chr4,6100001,6150000,6129157,671,615,10.2408,11.0492,-0.038,-0.0135,-0.0081
chr4,6150001,6200000,6180128,649,587,16.25,6.8583,0.4064,0.1787,0.0991
chr4,6200001,6250000,6230628,666,596,10.6208,7.7958,0.1534,0.052,0.031
chr4,6250001,6300000,6275402,509,463,8.6792,4.7542,0.2922,0.0731,0.0524
chr4,6300001,6350000,6319342,429,393,5.1725,7.8142,-0.2034,-0.0755,-0.0396
chr4,6350001,6400000,6370065,651,587,8.4583,8.3417,0.0069,0.0021,0.0013
chr4,6400001,6450000,6418973,521,489,9.8092,4.5092,0.3702,0.1263,0.087
chr4,6450001,6500000,6476089,575,491,20.5458,11.9292,0.2653,0.1874,0.0965
chr4,6500001,6550000,6525651,467,452,12.1358,9.3692,0.1287,0.0559,0.0348
chr4,6550001,6600000,6571700,300,290,6.4175,5.8175,0.049,0.0187,0.0125
chr4,6600001,6650000,6627188,543,470,4.2333,7.3,-0.2659,-0.0824,-0.0499
chr4,6650001,6700000,6674895,456,416,4.7325,5.4075,-0.0666,-0.0134,-0.0085
chr4,6700001,6750000,6721165,554,517,7.895,7.8033,0.0058,0.0014,0.0009
chr4,6750001,6800000,6779993,646,632,10.54,10.2817,0.0124,0.0037,0.0023
chr4,6800001,6850000,6820715,744,692,19.5317,8.0233,0.4176,0.1427,0.0823
chr4,6850001,6900000,6870240,464,435,8.3425,11.0675,-0.1404,-0.069,-0.0393
