classification,chromosome,region_start,region_end,transcript,gene_uniprot,gene_eggnog,description_uniprot,saccver,Tissue specificity
high_div,chr4,113400000,123400000,FUN_014564,CDK1,CDK1,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),P13863,
high_div,chr4,113400000,123400000,FUN_014565,,,,,
high_div,chr4,113400000,123400000,FUN_014566,RHOBTB1,RHOBTB1,Rho-related BTB domain-containing protein 1,O94844,"TISSUE SPECIFICITY: Ubiquitous, with highest levels in skeletal muscle, placenta, testis, stomach, and kidney, followed by uterus and adrenal gland. Expressed in a variety of fetal tissues. {ECO:0000269|PubMed:12426103}."
high_div,chr4,113400000,123400000,FUN_014567,,,,,
high_div,chr4,113400000,123400000,FUN_014568,TMEM26,TMEM26,Transmembrane protein 26,Q6ZUK4,
high_div,chr4,113400000,123400000,FUN_014569,CABCOCO1,C10orf107,Ciliary-associated calcium-binding coiled-coil protein 1,Q8CDT7,TISSUE SPECIFICITY: Testis-specific (PubMed:26990073). Expressed in spermatocytes and round spermatids (at protein level) (PubMed:26990073). {ECO:0000269|PubMed:26990073}.
high_div,chr4,113400000,123400000,FUN_014569,CABCOCO1,C10orf107,Ciliary-associated calcium-binding coiled-coil protein 1,Q8CDT7,TISSUE SPECIFICITY: Testis-specific (PubMed:26990073). Expressed in spermatocytes and round spermatids (at protein level) (PubMed:26990073). {ECO:0000269|PubMed:26990073}.
high_div,chr4,113400000,123400000,FUN_014570,ARID5B,ARID5B,AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B),Q5ZJ69,
high_div,chr4,113400000,123400000,FUN_014571,,,,,
high_div,chr4,113400000,123400000,FUN_014572,,,,,
high_div,chr4,113400000,123400000,FUN_014573,CAMK2G,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),Q923T9,
high_div,chr4,113400000,123400000,FUN_30891,,,,,
high_div,chr4,113400000,123400000,FUN_014574,NDST2,NDST2,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Includes: Heparan sulfate N-deacetylase 2 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 2 (EC 2.8.2.-)],P52849,
high_div,chr4,113400000,123400000,FUN_014575,,,,,
high_div,chr4,113400000,123400000,FUN_014576,ZSWIM8,ZSWIM8,Zinc finger SWIM domain-containing protein 8,Q3UHH1,
high_div,chr4,113400000,123400000,FUN_014577,PRSS12,,Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12),O08762,"TISSUE SPECIFICITY: Most abundant in cerebral cortex, hippocampus and amygdala."
high_div,chr4,113400000,123400000,FUN_014578,CHCHD1,CHCHD1,"Small ribosomal subunit protein mS37 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 1)",Q9CQA6,
high_div,chr4,113400000,123400000,FUN_014579,FUT11,FUT11,"Alpha-(1,3)-fucosyltransferase 11 (EC 2.4.1.-) (Fucosyltransferase XI) (Fuc-TXI) (FucT-XI) (Galactoside 3-L-fucosyltransferase 11) (Fucosyltransferase 11)",Q8AWC7,
high_div,chr4,113400000,123400000,FUN_014580,SEC24C,SEC24C,Protein transport protein Sec24C (SEC24-related protein C),P53992,TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:10329445}.
high_div,chr4,113400000,123400000,FUN_014581,SYNPO2L,SYNPO2L,Synaptopodin 2-like protein,Q8BWB1,
high_div,chr4,113400000,123400000,FUN_014582,MYOZ1,MYOZ1,Myozenin-1 (Calsarcin-2),Q8SQ24,
high_div,chr4,113400000,123400000,FUN_014583,,,,,
high_div,chr4,113400000,123400000,FUN_014584,ANXA7,ANXA7,Annexin A7 (Annexin VII) (Annexin-7),Q4R5L5,
high_div,chr4,113400000,123400000,FUN_014585,EIF3F,EIF3F,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),A5A6I3,
high_div,chr4,113400000,123400000,FUN_014586,TM9SF3,TM9SF3,Transmembrane 9 superfamily member 3,Q9ET30,
high_div,chr4,113400000,123400000,FUN_014587,PIK3AP1,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1 (B-cell adapter for phosphoinositide 3-kinase) (B-cell phosphoinositide 3-kinase adapter protein 1),Q9DDT2,
high_div,chr4,113400000,123400000,FUN_014588,NOLC1,NOLC1,Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130),Q14978,
high_div,chr4,113400000,123400000,FUN_30892,,,LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)],O00370,
high_div,chr4,113400000,123400000,FUN_014589,PITX3,PITX3,Pituitary homeobox 3 (Homeobox protein PITX3) (XPitx-3) (xPitx3) (Paired-like homeodomain transcription factor 3),Q9I8K3,
high_div,chr4,113400000,123400000,FUN_014590,,,,,
high_div,chr4,113400000,123400000,FUN_30893,GBF1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),Q92538,TISSUE SPECIFICITY: Ubiquitous.
high_div,chr4,113400000,123400000,FUN_014592,GBF1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),Q9R1D7,
high_div,chr4,113400000,123400000,FUN_014591,,,,,
high_div,chr4,113400000,123400000,FUN_30894,,,,,
high_div,chr4,113400000,123400000,FUN_014597,GBF1,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),Q92538,TISSUE SPECIFICITY: Ubiquitous.
high_div,chr4,113400000,123400000,FUN_014598,,,,,
high_div,chr4,113400000,123400000,FUN_014599,,,,,
high_div,chr4,113400000,123400000,FUN_014600,,,,,
high_div,chr4,113400000,123400000,FUN_014601,VMN2R26,,Vomeronasal type-2 receptor 26 (Putative pheromone receptor V2R1b) (Vomeronasal type-2 receptor 1b),Q6TAC4,TISSUE SPECIFICITY: Expressed in the basal epithelium of the vomeronasal organ. Located to vomeronasal sensory neurons that project their axons to six to ten glomeruli that reside in globally conserved areas within the caudal accessory olfactory bulb (AOB). {ECO:0000269|PubMed:12354396}.
high_div,chr4,113400000,123400000,FUN_014602,,,,,
high_div,chr4,113400000,123400000,FUN_014603,,,,,
high_div,chr4,113400000,123400000,FUN_014604,,,,,
high_div,chr4,113400000,123400000,FUN_014605,ZNF3,,Zinc finger protein 3 (Zinc finger protein HF.12) (Zinc finger protein HZF3.1) (Zinc finger protein KOX25),P17036,
high_div,chr4,113400000,123400000,FUN_014606,,,,,
high_div,chr4,113400000,123400000,FUN_014607,E2F7,E2F7,Transcription factor E2F7 (E2F-7),D4A4D7,
high_div,chr4,113400000,123400000,FUN_014608,E2F7,E2F7,Transcription factor E2F7 (E2F-7),D4A4D7,
high_div,chr4,113400000,123400000,FUN_014609,,,,,
high_div,chr4,113400000,123400000,FUN_014610,,,,,
high_div,chr4,113400000,123400000,FUN_014611,,Vmn2r65,,,
high_div,chr4,113400000,123400000,FUN_014612,VMN2R26,Vmn2r65,Vomeronasal type-2 receptor 26 (Putative pheromone receptor V2R1b) (Vomeronasal type-2 receptor 1b),Q6TAC4,TISSUE SPECIFICITY: Expressed in the basal epithelium of the vomeronasal organ. Located to vomeronasal sensory neurons that project their axons to six to ten glomeruli that reside in globally conserved areas within the caudal accessory olfactory bulb (AOB). {ECO:0000269|PubMed:12354396}.
high_div,chr4,113400000,123400000,FUN_014613,PCLO,PCLO,Protein piccolo (Aczonin) (Multidomain presynaptic cytomatrix protein),Q9JKS6,TISSUE SPECIFICITY: Expressed in brain (at protein level). {ECO:0000269|PubMed:12473661}.
high_div,chr4,113400000,123400000,FUN_30895,PCLO,,Protein piccolo (Aczonin),Q9PU36,
high_div,chr4,113400000,123400000,FUN_30896,PCLO,,Protein piccolo (Aczonin),Q9PU36,
high_div,chr4,113400000,123400000,FUN_014614,SEMA3E,SEMA3E,Semaphorin-3E (Collapsin-5) (COLL-5),O42237,"TISSUE SPECIFICITY: Collapsin-1, -2, -3, and -5 bind to overlapping but distinct axon tracts."
high_div,chr4,113400000,123400000,FUN_014615,,,,,
high_div,chr4,113400000,123400000,FUN_014616,,,,,
high_div,chr4,113400000,123400000,FUN_014617,,,,,
high_div,chr4,113400000,123400000,FUN_014618,SEMA3A,SEMA3A,Semaphorin-3A (Collapsin-1) (COLL-1),Q90607,"TISSUE SPECIFICITY: Expressed at relatively high levels in brain and muscle, moderate levels in lung, bursa, and heart and virtually absent in liver. Collapsin-1, -2, -3, and -5 bind to overlapping but distinct axon tracts."
high_div,chr4,113400000,123400000,FUN_014619,,,,,
high_div,chr4,113400000,123400000,FUN_014620,SEMA3D,SEMA3D,Semaphorin-3D (Collapsin-2) (COLL-2),Q90663,"TISSUE SPECIFICITY: Developing spinal cord and developing visual system. Collapsin-1, -2, -3, and -5 bind to overlapping but distinct axon tracts."
high_div,chr4,113400000,123400000,FUN_014621,,,,,
high_div,chr4,113400000,123400000,FUN_014622,,,,,
high_div,chr4,113400000,123400000,FUN_014623,GRM3,GRM3,Metabotropic glutamate receptor 3 (mGluR3),Q1ZZH1,
high_div,chr4,113400000,123400000,FUN_014624,,,,,
high_div,chr4,113400000,123400000,FUN_014625,ELAPOR2,KIAA1324L,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 (Estrogen-induced gene 121-like protein),Q3UZV7,
high_div,chr4,113400000,123400000,FUN_014626,DMTF1,DMTF1,Cyclin-D-binding Myb-like transcription factor 1 (hDMTF1) (Cyclin-D-interacting Myb-like protein 1) (hDMP1),Q9Y222,"TISSUE SPECIFICITY: Expressed at relatively low levels in colonic mucosa, ovary, peripheral leukocytes, prostate and small intestine, and at higher levels in spleen, testis and thymus. Expressed in multiple regions of the brain and CNS including amygdala, caudate, corpus callosum, hippocampus, substantia nigra and subthalamic nucleus. Isoform 1 is the predominant isoform in monocytes, macrophages and neutrophils, isoform 2 is most strongly expressed in peripheral blood leukocytes and quiescent CD34 positive cells, and isoform 3 is expressed at low levels in all hematopoietic cell types. Expression is frequently reduced in non-small-cell lung carcinomas (NSCLC) due to hemizygous gene deletion, strongly suggesting that this locus is haploinsufficient for tumor suppression. Loss of this locus frequently occurs in tumors which retain wild-type CDKN2A/ARF and p53/TP53 loci. Hemizygous gene deletion has also been observed in leukemic blasts from patients with abnormalities of the long arm of chromosome 7. {ECO:0000269|PubMed:10095122, ECO:0000269|PubMed:12917399, ECO:0000269|PubMed:17936562}."
high_div,chr4,113400000,123400000,FUN_014627,TMEM243,TMEM243,Transmembrane protein 243,A0JNK6,
high_div,chr4,113400000,123400000,FUN_30897,,,,,
high_div,chr4,113400000,123400000,FUN_014628,,,,,
high_div,chr4,113400000,123400000,FUN_014629,MEIG1,MEIG1,Meiosis expressed gene 1 protein homolog,Q32LI5,
high_div,chr4,113400000,123400000,FUN_014630,DCLRE1C,DCLRE1C,Protein artemis (EC 3.1.-.-) (DNA cross-link repair 1C protein) (SNM1 homolog C) (chSNM1C) (SNM1-like protein),Q5QJC2,
high_div,chr4,113400000,123400000,FUN_014631,HSPA14,HSPA14,Heat shock 70 kDa protein 14,E1C2P3,
high_div,chr4,113400000,123400000,FUN_014632,CDNF,CDNF,Cerebral dopamine neurotrophic factor (ARMET-like protein 1) (Conserved dopamine neurotrophic factor),Q49AH0,"TISSUE SPECIFICITY: Widely expressed in neuronal and non-neuronal tissues. In the brain, highest levels in the optic nerve and corpus callosum. {ECO:0000269|PubMed:17611540}."
high_div,chr4,113400000,123400000,FUN_014633,,,,,
high_div,chr4,113400000,123400000,FUN_014634,,,,,
high_div,chr4,113400000,123400000,FUN_014635,FAM107B,FAM107B,Protein FAM107B,Q9H098,
high_div,chr4,113400000,123400000,FUN_014638,FRMD4A,FRMD4A,FERM domain-containing protein 4A,Q8BIE6,
high_div,chr4,113400000,123400000,FUN_014636,,,,,
high_div,chr4,113400000,123400000,FUN_014637,,,,,
high_div,chr4,113400000,123400000,FUN_014639,PRPF18,PRPF18,Pre-mRNA-splicing factor 18 (PRP18 homolog) (hPRP18),Q99633,
high_div,chr4,113400000,123400000,FUN_014640,BEND7,BEND7,BEN domain-containing protein 7,Q8N7W2,
high_div,chr4,113400000,123400000,FUN_014641,SEPHS1,SEPHS1,"Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)",Q0VC82,
high_div,chr4,113400000,123400000,FUN_014642,PHYH,,"Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)",O14832,"TISSUE SPECIFICITY: Expressed in liver, kidney, and T-cells, but not in spleen, brain, heart, lung and skeletal muscle."
high_div,chr4,113400000,123400000,FUN_014643,MCM10,MCM10,Protein MCM10 homolog (HsMCM10),Q7L590,
high_div,chr4,113400000,123400000,FUN_014644,OPTN,OPTN,Optineurin (Ag9-C5) (FIP-2),Q90Z16,"TISSUE SPECIFICITY: Expressed in erythrocytes, skeletal muscle, heart, spleen and brain. Weakly expressed in lung and liver (at protein level). {ECO:0000269|PubMed:11777338, ECO:0000269|PubMed:12169269}."
high_div,chr4,113400000,123400000,FUN_014645,CCDC3,CCDC3,Coiled-coil domain-containing protein 3 (Fat/vessel-derived secretory protein) (Favine),Q9D6Y1,TISSUE SPECIFICITY: Expressed in aorta and adipose tissue. Enriched in mature adipocytes. Over-expressed in adipose tissue from either hormonally-induced or nutritionally-regulated obese mice models. {ECO:0000269|PubMed:20043878}.
high_div,chr4,113400000,123400000,FUN_014646,PRICKLE1,PRICKLE1,Prickle-like protein 1 (REST/NRSF-interacting LIM domain protein 1),Q96MT3,"TISSUE SPECIFICITY: Expressed at highest levels in placenta and at lower levels in lung, liver, kidney and pancreas. Expressed in thalamus, hippocampus, cerebral cortex, and cerebellum (in neurons rather than glia). {ECO:0000269|PubMed:12525887, ECO:0000269|PubMed:14645515, ECO:0000269|PubMed:18976727}."
high_div,chr4,113400000,123400000,FUN_014647,PRICKLE1,,Prickle-like protein 1 (REST/NRSF-interacting LIM domain protein 1),Q71QF9,
high_div,chr4,113400000,123400000,FUN_014648,PPHLN1,PPHLN1,Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50),Q8NEY8,TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:12853457}.
high_div,chr5,61400000,73400000,FUN_016572,,,,,
high_div,chr5,61400000,73400000,FUN_016573,,CXorf58,Uncharacterized protein CXorf58 homolog,A0A5F8MPE6,
high_div,chr5,61400000,73400000,FUN_016574,,,,,
high_div,chr5,61400000,73400000,FUN_016575,EIF2S3,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma) (eIF-2-gamma),Q5ZMS3,
high_div,chr5,61400000,73400000,FUN_016576,,,,,
high_div,chr5,61400000,73400000,FUN_016577,ZFX,ZFX,Zinc finger X-chromosomal protein,O62836,
high_div,chr5,61400000,73400000,FUN_016578,TMPO,,"Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]",P42166,TISSUE SPECIFICITY: Expressed in many tissues. Most abundant in adult thymus and fetal liver.
high_div,chr5,61400000,73400000,FUN_016579,PDK3,PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)",Q922H2,
high_div,chr5,61400000,73400000,FUN_016580,,,,,
high_div,chr5,61400000,73400000,FUN_016581,PCYT1B,PCYT1B,Choline-phosphate cytidylyltransferase B (EC 2.7.7.15) (CCT-beta) (CTP:phosphocholine cytidylyltransferase B) (CCT B) (CT B) (Phosphorylcholine transferase B),Q9QZC4,
high_div,chr5,61400000,73400000,FUN_30959,POLA1,POLA1,DNA polymerase alpha catalytic subunit (EC 2.7.7.7) (DNA polymerase alpha catalytic subunit p180),P09884,
high_div,chr5,61400000,73400000,FUN_016584,POLA1,POLA1,DNA polymerase alpha catalytic subunit (EC 2.7.7.7) (DNA polymerase alpha catalytic subunit p180),P09884,
high_div,chr5,61400000,73400000,FUN_016586,ARX,ARX,Aristaless-related homeobox protein (ARX),O42115,TISSUE SPECIFICITY: Expressed in brain.
high_div,chr5,61400000,73400000,FUN_016587,,,,,
high_div,chr5,61400000,73400000,FUN_016588,,,,,
high_div,chr5,61400000,73400000,FUN_016589,,,,,
high_div,chr5,61400000,73400000,FUN_016590,,,,,
high_div,chr5,61400000,73400000,FUN_016591,,,,,
high_div,chr5,61400000,73400000,FUN_016592,,,,,
high_div,chr5,61400000,73400000,FUN_016593,,,,,
high_div,chr5,61400000,73400000,FUN_016594,,,,,
high_div,chr5,61400000,73400000,FUN_016595,,,,,
high_div,chr5,61400000,73400000,FUN_016596,,,,,
high_div,chr5,61400000,73400000,FUN_016597,,,,,
high_div,chr5,61400000,73400000,FUN_016598,IL1RAPL1,IL1RAPL1,Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (X-linked interleukin-1 receptor accessory protein-like 1),Q7YQL9,
high_div,chr5,61400000,73400000,FUN_016599,NR0B1,NR0B1,Nuclear receptor subfamily 0 group B member 1 (Nuclear receptor DAX-1),P79386,
high_div,chr5,61400000,73400000,FUN_016600,,,,,
high_div,chr5,61400000,73400000,FUN_016601,TASL,CXorf21,TLR adapter interacting with SLC15A4 on the lysosome,Q9HAI6,"TISSUE SPECIFICITY: Highly expressed in immune cell types such as B-cells, neutrophils, dendritic cells and monocytes, the expression levels are two-three-fold higher in female cells compared to male cells (at protein level) (PubMed:31092820, PubMed:31001245). Expressed at low levels in T-cells and NK cells (PubMed:31001245). {ECO:0000269|PubMed:31001245, ECO:0000269|PubMed:31092820}."
high_div,chr5,61400000,73400000,FUN_016602,GK,GK,Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP-stimulated glucocorticoid-receptor translocation promoter) (ASTP) (ATP:glycerol 3-phosphotransferase),Q63060,
high_div,chr5,61400000,73400000,FUN_016603,,,,,
high_div,chr5,61400000,73400000,FUN_016604,TAB3,TAB3,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3),Q8N5C8,TISSUE SPECIFICITY: Widely expressed. Constitutively overexpressed in certain tumor tissues. {ECO:0000269|PubMed:14670075}.; TISSUE SPECIFICITY: [Isoform 1]: Major transcript. {ECO:0000269|PubMed:14766965}.; TISSUE SPECIFICITY: [Isoform 2]: Minor transcript. {ECO:0000269|PubMed:14766965}.
high_div,chr5,61400000,73400000,FUN_016605,,,,,
high_div,chr5,61400000,73400000,FUN_30960,DMD,DMD,Dystrophin,P11533,
high_div,chr5,61400000,73400000,FUN_016606,,,,,
high_div,chr5,61400000,73400000,FUN_016607,,,,,
high_div,chr5,61400000,73400000,FUN_016608,DMD,DMD,Dystrophin,Q5GN48,"TISSUE SPECIFICITY: In the retina, expressed in the outer plexiform layer (OPL) and around the blood vessels. Also observed at the vitreal border of the retina corresponding to the inner limiting membrane (ILM). Presynaptically localized in cone pedicles and postsynaptically in bipolar cells (at protein level). {ECO:0000269|PubMed:15941659}."
high_div,chr5,61400000,73400000,FUN_016609,DMD,DMD,Dystrophin,P11530,TISSUE SPECIFICITY: Strongly expressed in skeletal muscle and weak expression observed in newborn brain which increases in adult brain. {ECO:0000269|PubMed:3340214}.
high_div,chr5,61400000,73400000,FUN_016610,DMD,DMD,Dystrophin,Q5GN48,"TISSUE SPECIFICITY: In the retina, expressed in the outer plexiform layer (OPL) and around the blood vessels. Also observed at the vitreal border of the retina corresponding to the inner limiting membrane (ILM). Presynaptically localized in cone pedicles and postsynaptically in bipolar cells (at protein level). {ECO:0000269|PubMed:15941659}."
high_div,chr5,61400000,73400000,FUN_016611,S100A10,S100A10,Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11),P08207,
high_div,chr5,61400000,73400000,FUN_016612,,,,,
high_div,chr5,61400000,73400000,FUN_016613,DMD,DMD,Dystrophin,P11533,
high_div,chr5,61400000,73400000,FUN_016614,DMD,DMD,Dystrophin,P11533,
high_div,chr5,61400000,73400000,FUN_016615,,,,,
high_div,chr5,61400000,73400000,FUN_016617,,,,,
high_div,chr5,61400000,73400000,FUN_016619,,,,,
high_div,chr5,61400000,73400000,FUN_016620,,,,,
high_div,chr5,61400000,73400000,FUN_016621,DMD,DMD,Dystrophin,P11533,
high_div,chr5,61400000,73400000,FUN_016622,DMD,DMD,Dystrophin,P11533,
high_div,chr5,61400000,73400000,FUN_016623,,,,,
high_div,chr5,61400000,73400000,FUN_016624,,,,,
high_div,chr5,61400000,73400000,FUN_016625,TMEM47,TMEM47,Transmembrane protein 47 (Transmembrane 4 superfamily member 10),Q9JJG6,TISSUE SPECIFICITY: Expressed in podocytes (at protein level). {ECO:0000269|PubMed:21881001}.
high_div,chr5,61400000,73400000,FUN_016626,E2F7,E2F7,Transcription factor E2F7 (E2F-7),D4A4D7,
high_div,chr5,61400000,73400000,FUN_016627,,,,,
high_div,chr5,61400000,73400000,FUN_016628,,,,,
high_div,chr5,61400000,73400000,FUN_016629,PRRG1,,Transmembrane gamma-carboxyglutamic acid protein 1 (Proline-rich gamma-carboxyglutamic acid protein 1) (Proline-rich Gla protein 1),A7Z070,
high_div,chr5,61400000,73400000,FUN_016630,CFAP47,CHDC2,Cilia- and flagella-associated protein 47,Q6ZTR5,TISSUE SPECIFICITY: Highly expressed in spermatzoa (at protein level). {ECO:0000269|PubMed:33472045}.
high_div,chr5,61400000,73400000,FUN_016631,CFAP47,,Cilia- and flagella-associated protein 47,Q6ZTR5,TISSUE SPECIFICITY: Highly expressed in spermatzoa (at protein level). {ECO:0000269|PubMed:33472045}.
high_div,chr5,61400000,73400000,FUN_016632,CFAP47,CHDC2,Cilia- and flagella-associated protein 47,Q6ZTR5,TISSUE SPECIFICITY: Highly expressed in spermatzoa (at protein level). {ECO:0000269|PubMed:33472045}.
high_div,chr5,61400000,73400000,FUN_016633,CFAP47,CHDC2,Cilia and flagella-associated protein 47,A0A0G2JEB6,TISSUE SPECIFICITY: Highly expressed in spermatzoa (at protein level). {ECO:0000269|PubMed:33472045}.
high_div,chr5,61400000,73400000,FUN_30961,CFAP47,CHDC2,Cilia- and flagella-associated protein 47,Q6ZTR5,TISSUE SPECIFICITY: Highly expressed in spermatzoa (at protein level). {ECO:0000269|PubMed:33472045}.
high_div,chr5,61400000,73400000,FUN_016635,,,,,
high_div,chr5,61400000,73400000,FUN_016636,,,,,
high_div,chr5,61400000,73400000,FUN_016637,PRRG1,PRRG1,Transmembrane gamma-carboxyglutamic acid protein 1 (Proline-rich gamma-carboxyglutamic acid protein 1) (Proline-rich Gla protein 1),A7Z070,
high_div,chr5,61400000,73400000,FUN_016638,XK,XK,Endoplasmic reticulum membrane adapter protein XK (Membrane transport protein XK) (XK homolog) (XK-related protein 1),Q9QXY7,
high_div,chr5,61400000,73400000,FUN_016639,,,,,
high_div,chr5,61400000,73400000,FUN_016640,CYBB,CYBB,Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (Neutrophil cytochrome b 91 kDa polypeptide) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome),O46522,
high_div,chr5,61400000,73400000,FUN_016641,DYNLT3,DYNLT3,Dynein light chain Tctex-type 3,Q5NVF5,
high_div,chr5,61400000,73400000,FUN_016642,SYTL5,SYTL5,Synaptotagmin-like protein 5,Q812E4,
high_div,chr5,61400000,73400000,FUN_30962,,,,,
high_div,chr5,61400000,73400000,FUN_016644,SRPX,SRPX,Sushi repeat-containing protein SRPX,P78539,"TISSUE SPECIFICITY: Detected in fibroblasts (at protein level) (PubMed:36213313). Retina and heart; less in placenta, pancreas, lung, liver, skeletal muscle, kidney and brain. {ECO:0000269|PubMed:36213313}."
high_div,chr5,61400000,73400000,FUN_016645,,,,,
high_div,chr5,61400000,73400000,FUN_016646,RPGR,RPGR,X-linked retinitis pigmentosa GTPase regulator,Q9N1T2,"TISSUE SPECIFICITY: Isoform 1 is expressed exclusively in testis. Isoforms 2, 3 and 4 are widely expressed. {ECO:0000269|PubMed:10699176}."
high_div,chr5,61400000,73400000,FUN_30963,,,,,
high_div,chr5,61400000,73400000,FUN_016647,,,,,
high_div,chr5,61400000,73400000,FUN_016648,OTC,OTC,"Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)",P00480,TISSUE SPECIFICITY: Mainly expressed in liver and intestinal mucosa.
high_div,chr5,61400000,73400000,FUN_016649,OTC,OTC,"Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)",Q9YHY9,"TISSUE SPECIFICITY: Expressed in kidney, brain, heart, liver, pancreas, gizzard, small intestine and breast muscle. More abundant in mitochondrion-rich organs (heart, liver and brain) than in other organs. Activity is only detected in the kidney. {ECO:0000269|PubMed:3606562}."
high_div,chr5,61400000,73400000,FUN_016650,TSPAN7,TSPAN7,Tetraspanin-7 (Tspan-7) (Cell surface glycoprotein A15) (PE31) (TALLA homolog) (Transmembrane 4 superfamily member 2) (CD antigen CD231),Q62283,
high_div,chr5,61400000,73400000,FUN_016651,MID1IP1,MID1IP1,Mid1-interacting protein 1 (Gastrulation-specific G12-like protein) (Mid1-interacting G12-like protein) (Protein STRAIT11499 homolog) (Spot 14-related protein) (S14R) (Spot 14-R),Q9CQ20,"TISSUE SPECIFICITY: During embryonic development, expressed mainly in the neuroepithelial midline, urogenital apparatus and digits. Detected in adult white fat, liver, heart, brain and kidney. Expressed at very low levels in lactating mammary gland. {ECO:0000269|PubMed:15070402, ECO:0000269|PubMed:15890771, ECO:0000269|PubMed:20457939}."
high_div,chr5,61400000,73400000,FUN_016652,,,,,
high_div,chr5,61400000,73400000,FUN_016653,,,,,
high_div,chr5,61400000,73400000,FUN_016654,,,,,
high_div,chr5,61400000,73400000,FUN_016655,,,,,
high_div,chr5,61400000,73400000,FUN_016656,,,,,
high_div,chr5,61400000,73400000,FUN_016657,,,,,
high_div,chr5,61400000,73400000,FUN_016658,,,,,
high_div,chr5,61400000,73400000,FUN_016659,BCOR,BCOR,BCL-6 corepressor (BCoR),Q6W2J9,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:10898795}.
high_div,chr5,61400000,73400000,FUN_016660,,,,,
high_div,chr5,61400000,73400000,FUN_016661,,,,,
high_div,chr5,61400000,73400000,FUN_016662,,,,,
